PrjName;Filter;RecordNo;AgentId;AgentUserName;PhoneNo;Language;LtCallDt;LtCallWd;LtCallST;CallDurS;CallDurM;LtQuestF;CallCnt;LtCallR;WaveNo;Priority;DialingMode;ResCompleted;IntLevel;ResTimeZone;CallNotes;RestrictionOverride;ResTimeSlot;LtCaseR;CyclePhoneNumber;ManualDialing;LANG;NAME;INT01;N1;N2_1;RegionA;R1;SCREE;T1;S1M1;S1M2;S1M3;S1M4;S1M5;S1M6;S1M7;S1M8;S1M9;S1M10;S2M1;S2M2;S2M3;S2M4;S2M5;S2M6;S2M7;S2M8;S2M9;S2M10;S3M1;S3M2;S3M3;S3M4;S3M5;S3M6;S3M7;S3M8;S3M9;S3M10;S4M1;S4M2;S4M3;S4M4;S4M5;S4M6;S4M7;S4M8;S4M9;S4M10;S5M1;S5M2;S5M3;S5M4;S5M5;S5M6;S5M7;S5M8;S5M9;S5M10;S6M1;S6M2;S6M3;S6M4;S6M5;S6M6;S6M7;S6M8;S6M9;S6M10;S7M1;S7M2;S7M3;S7M4;S7M5;S7M6;S7M7;S7M8;S7M9;S7M10;S8M1;S8M2;S8M3;S9M1;S9M2;S9M3;S9M4;S9M5;S9M6;S9M7;S9M8;S9M9;S9M10;S10;S11;S12;S13;S14A;S14B;RAUS;BYE;VOLL;INT;SQ;F6;PR_CODE;REG;DISTR;SETTL;IMPOR;TEL1;TEL2;TEL3;LSURN;LNAME;TEL4;TEL5;LSURN2;LNAME2;TEL6;TEL7;LSURN3;LNAME3;TEL8;RESPONDENT;TEL9;NOTE;KORR;F7;QN1;QN2;QN3;QN4;QN5;F8;QN6;QN7;QN8;F11;CB
Grupa 4.;1;1413;51;Agent.05;752794142;1;20210729;5;14:17:00;3365;56;461;1;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091126;;;112;999;;;;;;;;;;101;105;106;108;;;;;;;4;;;;5;4;;2;;;101;102;103;106;107;108;;;;;101;103;104;106;107;108;;;;;2;1;5;2;4;2;2;4;5;3;5;5;3;;;5;1;5;;;109;107;;8;2;9;4;9;8;4;10;10;9;1961;104;103;101;167;167;;99;100;CO;;;926594;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa 4.;1;1430;61;Agent.11;284616266;1;20210805;5;14:02:00;1216;20;462;6;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32091209;;;58;103;108;101;102;106;;;;;;102;103;104;106;107;110;;;;;3;5;2;1;;3;3;1;;1;101;102;103;105;;;;;;;101;103;104;;;;;;;;4;5;5;1;4;4;4;3;4;2;2;4;4;;3;;;;;;102;110;;8;8;1;1;9;9;1;2;3;0;1971;104;105;101;3 500,00;3 200,00;;99;100;CO;;;755101;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa 4.;1;1450;47;Agent.03;337113428;1;20210805;5;15:15:00;2266;38;462;7;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091257;;;83;999;;;;;;;;;;101;102;103;104;105;106;107;108;;;2;3;4;4;1;2;3;4;;;101;102;103;105;106;107;;;;;102;104;109;110;;;;;;;1;5;5;4;1;4;4;2;4;4;1;3;4;;2;3;2;;;;101;109;110;2;9;6;4;3;10;6;9;4;0;1972;104;103;101;20;20;;99;100;CO;;;448733;;;;;;;;;;;;;;;;;;;;;;1;;lectus, Proin litora dui ornare luctus, sed turpis vel vitae condimentum libero sit suscipit non ut vestibulum ut nec adipis;;;;;;;;;;2,02E+11
Grupa 4.;1;1469;59;Agent.10;736427617;1;20210802;2;11:02:00;1715;29;462;4;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091312;;;148;104;105;106;108;;;;;;;103;105;106;107;109;;;;;;;;2;2;4;4;4;2;1;;101;109;110;;;;;;;;101;102;103;104;105;106;107;;;;5;5;1;4;4;5;4;4;2;5;4;;;;;;;;5;3;102;;;5;1;8;6;6;3;10;6;1;10;1971;104;104;101;23,5;23,5;;99;100;CO;;;295463;;;;;;;;;;;;;;;;;;;;;;1;;In libero elit orci in condimentum adipiscing mattis nec a pretium interdum In condimentum. penatibus velit, euismod Fusce p;;;;;;;;;;2,02E+11
Grupa 4.;1;1475;57;Agent.09;509173483;1;20210729;5;14:56:00;1741;29;461;1;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091322;;;133;108;105;;;;;;;;;102;104;105;;;;;;;;;4;;2;2;;;2;;;101;102;103;106;108;;;;;;102;103;104;105;106;;;;;;5;1;4;3;4;3;3;4;1;1;2;5;4;;;3;;4;;;103;;;9;10;5;1;1;10;3;7;0;7;1977;103;103;101;220;220;;99;100;CO;;;424463;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa 4.;1;1476;47;Agent.03;897651216;1;20210730;6;09:30:00;1903;32;462;2;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091326;;;97;117;108;101;102;;;;;;;102;105;107;;;;;;;;1;4;;;2;;2;3;;;101;102;103;104;105;106;107;;;;101;102;103;104;106;107;108;;;;1;5;5;5;1;5;4;4;4;4;5;1;4;5;4;2;2;;;;104;105;;7;7;7;3;1;7;9;5;2;9;1966;104;102;101;1 000,00;1 000,00;;99;100;CO;;;738221;;;;;842235965;;;;;;;;;;;;;;;;;1;;ornare leo. turpis vehicula. lobortis. ipsum, in vel sociosqu tellus eu. adipiscing adipiscing adipiscing non Fusce velit, i;;;;;;;;;;
Grupa 4.;1;1477;114;Agent.13;758130532;1;20210809;2;16:19:00;2801;47;462;8;CO;5;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091332;;;89;108;106;101;103;112;;;;;;101;102;103;104;105;106;107;108;;;2;4;1;3;4;3;5;4;;;101;102;103;105;108;110;;;;;101;103;104;106;107;108;;;;;5;5;3;5;1;1;1;2;3;5;3;2;3;;2;;;3;;1;102;108;109;10;9;4;5;0;10;4;6;6;0;1976;104;102;101;5;5;;99;100;CO;;;149228;;;;;61538412;;;;;;;;;;;;;;;;;1;;tempus Curabitur Vivamus vel neque, scelerisque lorem. ut ipsum nisl lorem. lacinia orci ut Cras dictumst. euismod dapibus,;tempus Curabitur Vivamus vel neque, scelerisque lorem. ut ipsum nisl lorem. lacinia orci ut Cras dictumst.;tempus Curabitur Vivamus vel neque, scelerisque lorem. ut ipsum nisl lorem. lacinia orci ut Cras dictumst. euismod dap;;;;;;;;2,02E+11
Grupa 4.;1;1490;63;Agent.12;794777877;1;20210730;6;17:04:00;1499;25;462;3;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091415;;;76;108;101;;;;;;;;;102;104;106;107;;;;;;;1;5;;2;;4;4;2;;;101;102;103;105;;;;;;;101;102;103;105;106;107;108;;;;1;5;1;4;1;4;5;3;1;2;2;3;3;;4;;;;;;106;105;;8;2;9;3;8;9;10;2;0;10;1973;103;105;101;110;110;;99;100;CO;;;868152;;;;;;;;;;;;;;;;;;;;;;1;;nascetur In Orci laoreet interdum convallis ornare at orci quis inceptos egestas interdum amet, sit platea porta vehicula. a;;;;;;;;;;2,02E+11
Grupa 4.;1;1501;63;Agent.12;861022831;1;20210802;2;14:14:00;1705;28;462;3;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091426;;;55;104;114;105;108;;;;;;;102;103;104;107;;;;;;;;2;4;5;1;;2;1;;;101;102;103;105;106;107;;;;;103;104;;;;;;;;;2;1;3;1;5;2;4;2;2;2;1;4;5;;5;5;5;;;;101;105;107;9;8;10;6;7;9;3;3;3;1;1966;104;105;101;154;154;;99;100;CO;;;613483;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa 4.;1;1503;59;Agent.10;128273587;1;20210811;4;09:52:00;1243;21;462;4;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091428;;;174;108;101;;;;;;;;;101;102;;;;;;;;;4;3;;;;;;4;;;101;102;103;104;106;108;;;;;101;102;103;104;106;;;;;;2;5;5;4;4;5;1;4;5;4;3;1;1;2;;5;;3;;;104;110;107;6;10;7;4;2;1;3;10;7;6;1967;104;103;101;90;90;;99;100;CO;;;555705;;;;;511527603;;;;;;;;;;;;;;;;;1;;a velit ipsum interdum sed eu in. inceptos convallis gravida tellus id, vulputate, per et Nullam ut eu. Vivamus luctus. In C;;;;;;;;;;2,02E+11
Grupa 4.;1;1508;63;Agent.12;847593477;1;20210802;2;11:35:00;3445;57;462;4;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091434;;;1337;108;101;104;103;;;;;;;101;102;103;104;105;106;107;108;;;3;3;2;3;5;1;4;2;;;101;102;103;104;105;106;107;108;;;101;103;104;105;106;107;108;;;;5;5;5;4;1;4;4;1;2;4;5;3;3;1;5;4;2;3;;;110;106;;6;4;9;9;6;10;9;1;8;2;1976;104;103;101;165;165;;99;100;CO;;;977776;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa 4.;1;1529;59;Agent.10;153434123;1;20210730;6;11:31:00;1891;32;462;3;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091458;;;57;108;;;;;;;;;;101;105;;;;;;;;;4;;;;2;;;4;;;101;102;103;105;107;108;;;;;102;105;108;;;;;;;;5;4;4;4;4;4;4;5;2;1;3;3;4;;1;;5;5;;;105;109;101;10;99;9;3;5;10;2;7;6;4;1966;104;102;101;210;210;;99;100;CO;;;348157;;;;;;;;;;;;;;;;;;;;;;1;;vel convallis ut felis. Curabitur nascetur porttitor commodo quam. orci tempus. dis nec odio odio vehicula. tempus non luctu;;;;;;;;;;2,02E+11
Grupa 4.;1;1531;114;Agent.13;667717122;1;20210805;5;11:08:00;1631;27;462;3;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091460;;;102;999;;;;;;;;;;109;110;;;;;;;;;;;;;;;;;5;3;101;103;105;107;108;;;;;;101;104;105;106;110;;;;;;5;4;1;4;1;4;4;3;4;5;2;;1;;2;;2;2;;;101;102;;9;3;2;6;6;6;8;2;7;8;1981;104;104;101;101;90;;99;100;CO;;;999539;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa 4.;1;1540;114;Agent.13;311163567;1;20210812;5;16:17:00;97;2;462;6;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091481;;;28;104;114;106;108;;;;;;;101;102;104;105;106;108;109;;;;1;4;;4;2;2;;2;1;;102;103;104;105;107;;;;;;101;102;105;106;;;;;;;5;4;4;3;2;3;5;4;4;5;;3;1;2;5;;5;;;;108;107;;5;7;2;9;7;9;10;7;2;5;1954;104;104;101;370;370;;99;100;CO;;;660271;;;;;384407444;;;;;;;;;;;;;;;;;1;;orci montes, gravida nulla tortor Class Vivamus nisl et et eu quis sociosqu enim Integer vitae in Cras bibendum bibendum non;;;;;;;;;;2,02E+11
Grupa 4.;1;1548;47;Agent.03;118641527;1;20210806;6;10:16:00;1317;22;462;4;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091536;;;68;114;102;101;;;;;;;;101;102;103;104;105;106;107;108;;;2;3;3;4;2;3;3;2;;;101;102;103;104;107;108;;;;;101;102;103;106;107;;;;;;1;1;2;5;5;1;1;5;3;2;2;4;4;4;;;5;4;;;105;108;;2;9;10;6;1;9;4;8;0;0;1982;104;105;101;138;138;;99;100;CO;;;172543;;;;;;;;;;;;;;;;;;;;;;1;;lorem. bibendum eu venenatis bibendum a sed Donec enim Fusce bibendum vitae non sociosqu elit. neque, lobortis lobortis ac C;lorem. bibendum eu venenatis bibendum a sed Donec enim Fusce bibendum vitae non sociosqu elit. neque, lobortis loborti;;;;;;;;;2,02E+11
Grupa 4.;1;1567;59;Agent.10;518154848;1;20210730;6;15:13:00;2200;37;462;2;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091556;;;112;108;105;;;;;;;;;101;107;110;;;;;;;;4;;;;2;;4;2;;4;101;102;103;105;106;107;108;;;;106;107;108;110;;;;;;;1;5;1;5;4;4;1;5;2;2;4;4;1;;1;5;3;2;;;101;109;106;9;9;9;5;6;8;9;2;3;6;1992;104;104;101;8;8;;99;100;CO;;;387041;;;;;;;;;;;;;;;;;;;;;;1;;neque, Orci enim sed Sed aliquet sapien. In est. in elementum condimentum aptent scelerisque cursus Aliquam vitae sed vestib;;;;;;;;;;2,02E+11
Grupa 4.;1;1575;114;Agent.13;327243034;1;20210730;6;11:34:00;1496;25;462;1;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091586;;;105;108;116;101;;;;;;;;102;103;104;105;106;;;;;;4;4;4;2;3;1;;5;;;101;102;103;105;107;;;;;;101;102;103;104;;;;;;;5;5;5;4;5;4;4;3;4;4;3;1;1;;5;;1;;;;200;;;10;4;4;3;7;5;3;0;7;3;1975;104;101;101;550;550;;99;100;CO;;;369646;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa 4.;1;1578;63;Agent.12;497470158;1;20210730;6;15:11:00;3204;53;462;2;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091591;;;974;103;108;101;102;106;;;;;;101;102;103;107;;;;;;;4;5;5;;;3;5;2;;;101;102;103;104;106;107;108;;;;104;109;110;;;;;;;;2;3;1;3;4;3;4;3;3;3;5;2;5;2;;4;2;2;;;102;110;101;8;10;4;2;0;3;6;0;9;4;1960;104;104;101;460;460;;99;100;CO;;;184033;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa 4.;1;1581;63;Agent.12;827958268;1;20210802;2;10:53:00;2262;38;462;4;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091598;;;124;101;108;102;;;;;;;;101;102;103;104;106;;;;;;3;2;2;5;;4;;1;;;101;104;106;107;;;;;;;103;106;107;108;;;;;;;5;1;5;4;4;4;4;4;5;3;5;;;2;;1;4;;;;109;;;10;7;2;9;10;9;10;9;3;5;1971;104;104;101;124;124;;99;100;CO;;;416497;;;;;262840127;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa 4.;1;1588;63;Agent.12;371153986;1;20210802;2;10:19:00;1839;31;462;5;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091637;;;93;110;;;;;;;;;;102;104;105;107;;;;;;;;2;;3;1;;2;;;4;102;103;105;107;;;;;;;101;102;105;;;;;;;;5;2;1;5;1;4;1;1;3;1;;1;1;;3;;1;;;;105;110;102;9;4;4;2;9;3;9;5;0;8;1986;104;103;101;8;8;;99;100;CO;;;491664;;;;;;;;;;;;;;;;;;;;;;1;;non nisi. Lorem ipsum, euismod In sapien erat vitae Etiam Aliquam elit. amet, euismod malesuada Phasellus nisi. porttitor di;non nisi. Lorem ipsum, euismod In sapien erat vitae Etiam Aliquam elit. amet, euismod malesuada Phasellus nisi. portti;;;;;;;;;2,02E+11
Grupa 4.;1;1591;55;Agent.07;414647821;1;20210812;5;13:25:00;1067;18;462;10;CO;4;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091649;;;42;999;;;;;;;;;;101;102;103;104;105;106;107;108;;;4;2;3;3;5;2;2;4;;;101;103;104;106;107;108;;;;;101;102;105;106;107;;;;;;5;5;2;5;4;5;2;3;1;1;1;;1;4;;2;5;5;;;102;106;104;6;10;5;9;1;6;9;8;6;3;1990;104;104;101;56;56;;99;100;CO;;;235648;;;;;;;;;;;;;;;;;;;;;;1;;egestas Cras est, mus. quam lorem. nisi. tellus eu tincidunt sapien. dapibus odio metus Mauris odio orci posuere. tortor ege;egestas Cras est, mus. quam lorem. nisi. tellus eu tincidunt sapien. dapibus odio metus Mauris odio orci posuere. tort;egestas Cras est, mus. quam lorem. nisi. tellus eu tincidunt sapien. dapibus odio metus Mauris odio orci posuere. tort;;;;;;;;2,02E+11
Grupa 4.;1;1599;45;Agent.02;234593958;1;20210804;4;10:37:00;2036;34;462;9;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091668;;;9;114;101;;;;;;;;;101;102;103;104;106;107;;;;;2;3;3;4;;2;3;;;;101;102;103;105;106;107;108;;;;103;107;109;110;;;;;;;1;4;4;5;5;4;4;4;2;4;5;1;3;;5;1;2;5;;;104;102;;2;1;1;9;7;9;9;9;7;1;1988;104;105;101;2 774,00;2 774,00;;99;100;CO;;;738074;;;;;362577786;;;;;;;;;;;;;;;;;1;;vel orci pretium sagittis. Cras faucibus sagittis per sit malesuada est, litora elementum, elit. cursus viverra nec non comm;;;;;;;;;;2,02E+11
Grupa 4.;1;1605;57;Agent.09;470348337;1;20210810;3;11:05:00;1282;21;462;12;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32091683;;;80;999;;;;;;;;;;102;103;104;105;106;107;;;;;;4;2;2;1;3;4;;;;101;102;103;105;106;108;;;;;101;102;106;107;;;;;;;3;5;5;3;1;3;2;4;1;1;1;2;3;;5;4;;5;;;101;103;;9;3;6;8;10;7;9;4;0;1;1956;104;103;101;85;85;;99;100;CO;;;923801;;;;;7106954;;;;;;;;;;;;;;;;;1;;Integer laoreet vitae varius Phasellus in sapien. consectetur euismod malesuada Etiam erat sed In quam tincidunt ridiculus n;Integer laoreet vitae varius Phasellus in sapien. consectetur euismod malesuada Etiam erat sed In quam tincidunt ridic;Integer laoreet vitae varius Phasellus in sapien. consectetur euismod malesuada Etiam erat sed In quam tincidunt ridic;Integer laoreet vitae varius Phasellus in sapien. consectetur euismod malesuada Etiam erat sed In quam tincidunt r;;;;;;;2,02E+11
Grupa 4.;1;1634;61;Agent.11;886543605;1;20210803;3;15:22:00;3466;58;462;5;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091750;;;814;108;116;101;105;106;;;;;;;;;;;;;;;;2;;;;2;4;;5;;;101;102;103;104;105;106;107;108;;;101;103;104;105;106;107;108;;;;2;5;5;5;4;4;2;2;3;3;4;3;3;4;1;3;5;1;;;110;108;104;6;8;8;8;8;9;9;9;4;7;1997;104;103;101;15;15;;99;100;CO;;;485919;;;;;41356262;;;;;;;;;;;;;;;;;1;;luctus, sagittis. vel In et Phasellus est, orci. ipsum, Fusce lacinia vulputate quam tincidunt lorem. Praesent vitae element;;;;;;;;;;2,02E+11
Grupa 4.;1;1638;57;Agent.09;238415850;1;20210803;3;10:57:00;2161;36;462;3;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091759;;;62;999;;;;;;;;;;101;102;103;105;107;;;;;;1;2;2;;5;;3;;;;102;103;105;106;107;;;;;;101;102;103;104;105;106;108;;;;5;5;5;2;4;2;5;5;5;1;;4;2;;5;2;2;;;;108;106;;4;3;4;1;1;6;7;5;10;10;1987;104;104;101;118,2;118,2;;99;100;CO;;;687423;;;;;897432004;;;;;;;;;;;;;;;;;1;;eu. commodo neque, pretium condimentum ad Fusce viverra euismod gravida aptent ad leo. Phasellus posuere. quis nibh, Integer;eu. commodo neque, pretium condimentum ad Fusce viverra euismod gravida aptent ad leo. Phasellus posuere. quis nibh,;;;;;;;;;2,02E+11
Grupa 4.;1;1653;51;Agent.05;921415259;1;20210730;6;12:45:00;1770;30;462;2;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091838;;;84;108;105;102;;;;;;;;103;104;105;106;107;108;;;;;;4;5;2;4;4;4;1;;;101;102;104;108;;;;;;;102;103;104;105;107;108;;;;;5;1;5;4;3;3;1;4;5;5;5;2;;3;;;;3;;;104;;;10;6;9;6;8;7;9;6;8;4;1971;103;104;101;38;38;;99;100;CO;;;414093;;;;;952515431;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa 4.;1;1666;40;Agent.UA;275673292;1;20210803;3;17:52:00;727;12;462;16;CO;14;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091959;;;3;113;;;;;;;;;;102;103;104;107;;;;;;;;4;4;2;;;5;;;;101;102;103;104;105;106;;;;;101;103;104;107;;;;;;;2;1;4;1;4;4;4;4;3;4;5;3;3;2;1;3;;;;;108;;;9;3;8;7;3;2;5;7;6;1;1965;104;103;101;42;42;;99;100;CO;;;286375;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa 4.;1;1672;55;Agent.07;597374344;1;20210730;6;14:51:00;1316;22;462;2;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32092021;;;334;108;101;102;106;;;;;;;;;;;;;;;;;2;2;;;;2;;5;;;101;103;104;105;106;107;;;;;102;103;104;105;107;;;;;;5;5;4;4;3;4;1;4;4;2;4;;3;5;1;3;3;;;;103;107;;10;8;1;4;8;10;8;3;8;1;1955;104;104;101;300;300;;99;100;CO;;;223283;;;;;;;;;;;;;;;;;;;;;;1;;lorem. at neque, eget Pellentesque consectetur consectetur. erat ac ad consectetur elit. in torquent Class per elit. eu conu;;;;;;;;;;2,02E+11
Grupa 4.;1;1694;61;Agent.11;613886471;1;20210802;2;09:47:00;2182;36;462;2;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092098;;;181;108;106;105;101;;;;;;;101;102;104;105;108;;;;;;3;4;;4;2;4;;2;;;101;102;103;104;105;106;107;108;;;101;102;105;106;108;;;;;;5;4;1;5;4;5;5;5;5;2;3;3;2;5;4;4;3;3;;;109;;;9;7;4;4;2;9;9;10;9;6;1993;104;103;101;557;607;;99;100;CO;;;313623;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa 4.;1;1705;57;Agent.09;533522208;1;20210803;3;16:09:00;1193;20;462;3;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092132;;;114;999;;;;;;;;;;103;104;106;107;;;;;;;;;1;3;;2;2;;;;101;102;103;104;105;106;107;;;;107;108;109;110;;;;;;;5;2;3;5;5;5;1;4;4;2;3;1;3;1;2;4;2;;;;105;107;;9;2;8;5;6;1;7;5;1;6;1986;104;101;101;32;32;;99;100;CO;;;193347;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa 4.;1;1710;53;Agent.06;121782379;1;20210806;6;13:27:00;1916;32;462;6;CO;4;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092151;;;263;101;108;119;105;103;;;;;;101;102;105;106;108;;;;;;2;4;2;;3;3;;2;;;101;102;103;104;105;;;;;;101;102;105;;;;;;;;1;5;5;5;1;3;4;3;4;1;1;5;5;4;2;;;;;;109;103;;4;9;8;2;9;9;9;7;7;1;1964;104;103;101;86;86;;99;100;CO;;;873509;;;;;374644961;;;;;;;;;;;;;;;;;1;;quam Fusce Fusce taciti dis scelerisque. Nullam malesuada Phasellus quam ut commodo, orci odio In libero egestas Fusce justo;;;;;;;;;;2,02E+11
Grupa 4.;1;1712;51;Agent.05;895725619;1;20210811;4;11:12:00;2084;35;462;4;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092165;;;117;108;105;101;;;;;;;;101;102;103;105;107;;;;;;4;4;5;;2;;5;1;;;101;102;103;107;;;;;;;102;103;104;105;108;;;;;;5;4;5;4;4;2;4;4;2;5;1;2;1;;;;5;;;;108;;;9;8;8;5;8;10;4;2;0;9;1985;104;103;101;25;25;;99;100;CO;;;175728;;;;;268857267;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa 4.;1;1719;57;Agent.09;819621092;1;20210805;5;10:55:00;2526;42;462;3;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092233;;;317;999;;;;;;;;;;102;103;104;106;107;;;;;;;4;3;3;;2;3;;;;101;102;103;105;108;;;;;;101;102;105;107;;;;;;;5;4;5;4;4;3;1;4;2;1;1;4;1;;2;;;4;;;103;;;9;7;3;3;4;2;7;8;0;5;1999;104;105;101;500;500;;99;100;CO;;;903904;;;;;261136517;;;;;;;;;;;;;;;;;1;;Donec condimentum Nullam felis. vel Cras nisl eget condimentum orci. convallis tempus vestibulum ipsum tempus sem turpis, ve;;;;;;;;;;2,02E+11
Grupa 4.;1;1739;57;Agent.09;728401061;1;20210811;4;10:39:00;2002;33;462;8;W0;5;0;0;1;0;0;;0;0;W0;1;0;PL;;JA;;;32092268;;;28;112;105;108;102;;;;;;;101;103;104;106;107;109;;;;;5;3;1;1;3;4;3;4;5;;101;102;104;105;106;107;;;;;101;102;103;104;105;;;;;;1;2;999;5;3;2;1;4;1;1;2;3;;2;1;4;4;;;;102;105;;1;6;0;0;7;9;4;9;8;5;1994;104;102;101;65,5;65,5;;99;100;CO;;;489907;;;;;632114426;;;;;;;;;;;;;;;;;1;;interdum at dapibus ultrices, mauris sem Fusce elementum, Lorem Cras tempus egestas nec est. sed Mauris neque nascetur quam;interdum at dapibus ultrices, mauris sem Fusce elementum, Lorem Cras tempus egestas nec est. sed Mauris neque nascetur;;;;;;;;;2,02E+11
Grupa 4.;1;1740;57;Agent.09;144369765;1;20210803;3;15:23:00;1866;31;462;4;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092271;;;102;108;101;118;102;105;;;;;;110;;;;;;;;;;2;3;;;2;;;3;;1;101;102;103;106;107;;;;;;101;102;104;105;;;;;;;1;1;5;5;2;3;999;2;5;4;1;4;3;;;1;5;;;;103;107;109;10;6;1;1;4;3;7;5;10;1;1980;104;102;101;163;163;;99;100;CO;;;709859;;;;;;;;;;;;;;;;;;;;;;1;;amet, nisl sem consectetur lectus nibh et non in. id Etiam In erat ipsum felis. amet, commodo elit. sed nec sapien elit;amet, nisl sem consectetur lectus nibh et non in. id Etiam In erat ipsum felis. amet, commodo elit. sed nec sapien eli;;;;;;;;;2,02E+11
Grupa 4.;1;1752;47;Agent.03;69787424;1;20210730;6;15:32:00;1322;22;462;3;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32092303;;;93;101;108;111;106;;;;;;;;;;;;;;;;;4;;;;;1;;2;;;101;102;103;104;105;106;108;;;;101;102;103;104;105;107;108;;;;5;1;1;5;5;1;1;1;5;4;3;4;5;3;2;3;;1;;;108;103;109;10;9;6;5;6;7;5;1;2;5;1982;104;103;101;800;800;;99;100;CO;;;128666;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa 4.;1;1777;61;Agent.11;876614774;1;20210802;2;12:49:00;1341;22;462;2;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092336;;;75;108;102;;;;;;;;;101;103;104;105;106;107;;;;;5;1;2;4;3;2;3;2;;;101;102;104;105;106;107;;;;;101;103;;;;;;;;;3;5;3;5;5;4;4;2;2;3;1;4;;3;2;3;3;;;;102;106;101;10;10;3;6;5;9;6;6;9;6;1988;104;102;101;360;360;;99;100;CO;;;279172;;;;;869792722;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa 4.;1;1792;61;Agent.11;718267168;1;20210810;3;11:59:00;1846;31;462;9;CO;6;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092344;;;92;108;106;105;101;;;;;;;102;103;104;107;110;;;;;;4;5;3;4;2;1;2;5;;1;101;103;104;105;106;108;;;;;101;103;106;107;108;;;;;;3;5;5;5;5;1;5;2;1;5;3;;5;1;1;4;;2;;;102;107;;7;7;10;7;10;10;8;0;4;2;1997;102;105;101;300;300;;99;100;CO;;;232192;;;;;935767962;;;;;;;;;;;;;;;;;1;;sit lobortis. sagittis. Phasellus montes, dis Lorem Fusce eleifend lacinia. diam pellentesque Integer erat fringilla malesua;sit lobortis. sagittis. Phasellus montes, dis Lorem Fusce eleifend lacinia. diam pellentesque Integer erat fringilla m;;;;;;;;;2,02E+11
